Date,Category,Fund,Amount,Note
2017-07-18,Food,Groceries,10.8,Walmart - Toilet Paper
2017-07-19,Personal,Pocket Money (Jamie),30.04,American Eagle - Panties
2017-07-20,Food,Restaurants,7,The Casual Pint
2017-07-20,Transportation,Gas & Oil,16.81,Kroger - Gas
2017-07-20,Food,Restaurants,7.79,Publix - Sub
2017-07-21,Food,Restaurants,1.09,Mcdonalds
2017-07-22,Recreational,Entertainment,6,Burial
2017-07-22,Transportation,Gas & Oil,24.54,Pilot - 2014
2017-07-23,Food,Restaurants,12.95,Waffle House
2017-07-23,Clothing,Jamie (Clothing),32.07,Franchesca's - Purse
2017-07-23,Personal,Pocket Money (Darren),16.04,The Game Outlet
2017-07-23,Food,Restaurants,26.28,Shogun
2017-07-23,Recreational,Entertainment,30,Hi Wire Circus
2017-07-23,Recreational,Entertainment,26.52,BananaRepublic Asheville
2017-07-24,Saving,College Fund,5,College Transcript
2017-07-26,Food,Groceries,16.3,Walmart - Total 26.30
2017-07-26,Recreational,Weddings,10,Walmart - Sunscreen
2017-07-27,Food,Restaurants,4.56,McDonalds Midnight Snack
2017-07-27,Transportation,Gas & Oil,21.03,Raceway - Oak Ridge
2017-07-28,Recreational,Weddings,12.63,Harvest On Main
2017-07-28,Food,Restaurants,11,Pelanchos
2017-07-28,Food,Restaurants,30,Pelanchos
2017-07-28,Personal,Miscellaneous,3.28,Dollar Tree
2017-07-31,Food,Groceries,103.35,Aldi
2017-07-31,Food,Groceries,11.53,Walmart
2017-07-31,Food,Groceries,53.91,Sam's Club
2017-07-31,Insurance,Health Insurance,785,Jamie health insurance
2017-08-02,Recreational,Weddings,20,Curtis BP - food
2017-08-02,Recreational,Weddings,6,Curtis BP - food
2017-08-02,Housing,Rent,886,Rent
2017-08-03,Food,Groceries,21.11,Sam's Club
2017-08-03,Personal,Pocket Money (Darren),99.94,CoolStuffInc
2017-08-03,Personal,Pocket Money (Darren),0.01,Portal Games
2017-08-04,Saving,College Fund,188,Parking Pass
2017-08-04,Personal,Gifts (Including Christmas),21.75,Groupon
2017-08-04,Personal,Books / Supplies,60.15,Walmart - school supplies
2017-08-05,Recreational,Weddings,14,Shein - dress
2017-08-05,Personal,Books / Supplies,33.83,TJ-maxx planner
2017-08-06,Recreational,Weddings,7.95,Amazon
2017-08-06,Personal,Books / Supplies,50,Amazon
2017-08-06,Personal,Pocket Money (Jamie),-50,Swagbucks
2017-08-07,Utilities,Internet,38.84,Comcast
2017-08-07,Insurance,Auto Insurance,508.6,Geico
2017-08-08,Food,Restaurants,13.09,Cook Out
2017-08-08,Utilities,Electricity,77.02,KUB
2017-08-09,Food,Restaurants,39,Pelanchos
2017-08-09,Personal,Pocket Money (Darren),130.29,CoolStuffInc
2017-08-10,Utilities,Water,78.02,Water
2017-08-11,Personal,Miscellaneous,2.3,Walmart
2017-08-11,Food,Restaurants,5.45,Starbucks
2017-08-11,Personal,Pocket Money (Jamie),52.38,Amazon
2017-08-11,Personal,Gifts (Including Christmas),27.52,Amazon
2017-08-12,Food,Groceries,22.79,Aldi
2017-08-12,Transportation,Gas & Oil,14.85,Pilot
2017-08-12,Clothing,Jamie (Clothing),0.86,Banana Republic
2017-08-12,Food,Restaurants,52.37,TGIF
2017-08-13,Personal,Pocket Money (Darren),-25,Birthday Money
2017-08-14,Transportation,Repairs & Tires,29.48,Advance Auto Parts
2017-08-14,Transportation,Repairs & Tires,65.53,Valvoline
2017-08-14,Transportation,Repairs & Tires,173.13,Valvoline
2017-08-15,Personal,Pocket Money (Darren),3,Dollar Shave
2017-08-16,Food,Groceries,44.52,Sam's Club
2017-08-16,Transportation,Gas & Oil,14.73,Sam's Club
2017-08-16,Personal,Miscellaneous,2,Walmart
2017-08-17,Food,Groceries,2.15,Amazon
2017-08-18,Food,Groceries,57.88,Middlebrook
2017-08-19,Personal,Miscellaneous,342.8,Banana Republic
2017-08-19,Personal,Miscellaneous,4.86,Banana Republic
2017-08-19,Food,Restaurants,5.49,Little Ceasers
2017-08-19,Transportation,Gas & Oil,17.48,Sam's Club
2017-08-19,Personal,Books / Supplies,13.57,Walmart
2017-08-19,Recreational,Weddings,221.78,Josabank
2017-08-19,Food,Restaurants,16.97,Pelanchos
2017-08-19,Personal,Miscellaneous,12.72,Banana Republic
2017-08-20,Personal,Books / Supplies,38.97,Walmart
2017-08-20,Food,Restaurants,24.57,Swift's Atomic
2017-08-21,Utilities,Phone / Mobile,132,"Phone - July, Aug, Sep"
2017-08-22,Food,Restaurants,7.92,Brenz Pizza
2017-08-23,Saving,College Fund,"1,035.00",Darren Fees
2017-08-23,Saving,College Fund,101.25,Jamie books
2017-08-25,Personal,Pocket Money (Darren),5.45,Spotify
2017-08-26,Transportation,Gas & Oil,23.25,Sam's Club
2017-08-26,Saving,College Fund,463.26,Best Buy
2017-08-27,Personal,Books / Supplies,9.02,Target
2017-08-27,Personal,Books / Supplies,18.07,Abebooks
2017-08-27,Personal,Books / Supplies,21.99,Abebooks
2017-08-27,Food,Restaurants,18.82,Soccer Taco
2017-08-29,Personal,Books / Supplies,13.92,Harvard Busn
2017-08-29,Food,Restaurants,13.09,Cook Out
2017-08-29,Food,Restaurants,2.28,McDonalds
2017-08-29,Saving,College Fund,"1,820.00",Best Buy
2017-08-30,Personal,Books / Supplies,21.68,Abebooks
2017-08-30,Personal,Pocket Money (Darren),-50,Swagbucks
2017-08-31,Food,Groceries,50,Lime Packets
2017-09-01,Food,Restaurants,6.45,casual pint
2017-09-01,Food,Groceries,78.58,aldi
2017-09-02,Recreational,Weddings,20.01,gas - kelly bachellorete
2017-09-02,Food,Groceries,11.07,walmart
2017-09-02,Food,Restaurants,8.72,dunkin
2017-09-02,Food,Restaurants,25,blackhorse
2017-09-02,Food,Groceries,45.15,sam's
2017-09-03,Recreational,Weddings,58.42,saloncentric
2017-09-03,Recreational,Weddings,30.58,gas - kelly bachellorete
2017-09-03,Food,Groceries,3.59,walmart
2017-09-05,Utilities,Internet,38.84,comcast
2017-09-05,Housing,Rent,886,Rent
2017-09-06,Utilities,Electricity,92.13,KUB
2017-09-07,Food,Restaurants,15.29,marco's
2017-09-08,Transportation,Gas & Oil,25.9,gas
2017-09-08,Recreational,Weddings,1.59,wedding hair stuff - kroger
2017-09-09,Recreational,Weddings,11.08,applebees
2017-09-09,Recreational,Weddings,8.39,saloncentric
2017-09-09,Recreational,Weddings,4.28,dollar tree
2017-09-10,Recreational,Weddings,21.47,steak and shake
2017-09-10,Food,Groceries,10.83,walmart
2017-09-10,Transportation,Gas & Oil,31.53,pilot
2017-09-11,Food,Groceries,13.48,walmart
2017-09-11,Recreational,Weddings,3.2,breakfast w stephen
2017-09-11,Recreational,Weddings,2.5,bowling w stephen
2017-09-11,Recreational,Weddings,100,Hotel Key-lifornia
2017-09-12,Recreational,Weddings,13.41,mailing to chelsae
2017-09-12,Medical / Health,Health Savings Plan,5.95,student health
2017-09-12,Food,Restaurants,40.24,chaiyos
2017-09-13,Recreational,Weddings,68.25,brit bachelorette
2017-09-14,Food,Restaurants,2.57,chick-fil-a
2017-09-14,Food,Restaurants,17,pelanchos
2017-09-15,Personal,Miscellaneous,6,dollar shave
2017-09-15,Utilities,Water,68.91,water
2017-09-15,Food,Restaurants,5,Wileam
2017-09-16,Food,Groceries,41.98,sams
2017-09-16,Food,Groceries,25.93,walmart
2017-09-16,Food,Groceries,85.79,aldi
2017-09-17,Food,Restaurants,7.42,publix
2017-09-17,Food,Restaurants,5,the hill
2017-09-18,Food,Restaurants,60.31,soccer taco
2017-09-18,Personal,Miscellaneous,1,parking
2017-09-18,Food,Restaurants,8.72,mcdonalds
2017-09-18,Saving,College Fund,-101.25,Book Refund
2017-09-19,Transportation,Gas & Oil,29.33,gas
2017-09-19,Food,Restaurants,25.69,wild eggs
2017-09-19,Medical / Health,Health Savings Plan,16.94,student health
2017-09-20,Food,Restaurants,8.96,starbucks campus
2017-09-20,Personal,Gifts (Including Christmas),1.25,amazon
2017-09-20,Personal,Gifts (Including Christmas),3.19,postable.com
2017-09-21,Personal,Pet Supplies,25.03,kroger
2017-09-22,Medical / Health,Health Savings Plan,61.09,kroger
2017-09-22,Food,Restaurants,20.37,pelanchos
2017-09-23,Personal,Miscellaneous,15.3,amazon
2017-09-24,Personal,Gifts (Including Christmas),10.76,walmart
2017-09-26,Food,Restaurants,6.28,Chick-fil-a
2017-09-27,Personal,Miscellaneous,4.35,Amazon Music
2017-09-27,Food,Restaurants,33.01,Papa John's
2017-09-28,Food,Restaurants,1.9,McDonalds
2017-09-29,Personal,Pocket Money (Jamie),95.28,T.J. Maxx
2017-09-29,Food,Restaurants,17.23,Sarku
2017-09-29,Personal,Miscellaneous,-4.35,Amazon Digital Refund
2017-09-30,Recreational,Weddings,15,
2017-09-30,Food,Groceries,81.89,Aldi
2017-09-30,Food,Groceries,4.24,Kroger
2017-09-30,Food,Groceries,22.59,Sam's
2017-09-30,Transportation,Gas & Oil,24.65,Sam's
2017-09-30,Personal,Pocket Money (Jamie),35.12,T.J. Maxx
2017-09-30,Food,Restaurants,52.02,Cracker Barrel
2017-09-30,Food,Groceries,58.89,Walmart
2017-10-01,Food,Restaurants,21.85,Sweet P's
2017-10-02,Housing,Rent,886,Rent
2017-10-03,Food,Restaurants,2.72,McDonalds
2017-10-05,Transportation,Gas & Oil,22.11,Kroger Fuel
2017-10-05,Food,Restaurants,12,Suttrees
2017-10-05,Food,Restaurants,20.7,Chaiyos
2017-10-05,Food,Groceries,14.18,Walmart
2017-10-05,Utilities,Internet,38.84,Comcast
2017-10-06,Personal,Pocket Money (Darren),148.24,Raven's Nest
2017-10-06,Personal,Gifts (Including Christmas),57.13,Amazon
2017-10-06,Food,Restaurants,17.35,Pupusaria
2017-10-07,Transportation,Gas & Oil,21.59,RaceTrack
2017-10-07,Food,Restaurants,2.56,McDonalds
2017-10-07,Recreational,Weddings,1.84,Dollar General
2017-10-07,Recreational,Weddings,40,MB Gift
2017-10-08,Recreational,Weddings,100,"Miss Fit, Nashville"
2017-10-08,Personal,Pocket Money (Darren),135.94,Miniature Market
2017-10-08,Food,Restaurants,6.56,Old City Java
2017-10-09,Food,Groceries,5.57,Walmart
2017-10-09,Personal,Pocket Money (Darren),108.13,CoolStuffInc
2017-10-10,Transportation,Gas & Oil,24.73,Pilot
2017-10-10,Recreational,Weddings,27.96,Amazon
2017-10-10,Food,Restaurants,6.75,Panda
2017-10-10,Recreational,Weddings,42,Chelsea
2017-10-11,Utilities,Water,86.77,KUB
2017-10-12,Recreational,Weddings,-23.59,Walmart
2017-10-12,Recreational,Weddings,12.94,Kroger
2017-10-12,Recreational,Weddings,53.37,Walmart
2017-10-12,Recreational,Weddings,3.57,Walmart
2017-10-12,Recreational,Weddings,56.07,Sam's
2017-10-12,Food,Restaurants,7.87,Food - school
2017-10-12,Utilities,Electricity,65.88,Electricity
2017-10-13,Recreational,Weddings,14.14,Chick-fil-a
2017-10-13,Recreational,Weddings,12.81,Aldi
2017-10-13,Recreational,Weddings,-117,Money from Melissa
2017-10-14,Recreational,Weddings,115,"Miss Fit, Nashville"
2017-10-14,,,1,Blue Bar Rack Room
2017-10-15,Recreational,Weddings,28.29,Pilot
2017-10-15,Recreational,Weddings,44.5,Blue Bar Rack Room
2017-10-15,Food,Groceries,7.48,Walmart
2017-10-15,Food,Groceries,28.92,Sam's
2017-10-15,Food,Groceries,28.77,Aldi
2017-10-17,Food,Restaurants,17,Waffle House
2017-10-18,Food,Restaurants,1.3,Coffee - school
2017-10-18,Food,Restaurants,25.5,Pelanchos
2017-10-19,Medical / Health,Medications,26.48,UT Student Health
2017-10-19,Food,Restaurants,9.82,McDonalds
2017-10-19,Personal,Miscellaneous,10,Venmo for Eric and Sarah
2017-10-20,Food,Restaurants,13.63,Pelanchos
2017-10-20,Food,Groceries,4.28,Walmart
2017-10-21,Food,Groceries,32.42,Walmart
2017-10-22,Clothing,Jamie (Clothing),6,Walmart
2017-10-22,Personal,Pocket Money (Darren),15,Giga-bites
2017-10-23,Charity,Charity & Offerings,5,
2017-10-24,Recreational,Weddings,-240,Money from Kit
2017-10-24,Food,Restaurants,8.65,The Casual Pint
2017-10-24,Food,Restaurants,10.91,Five Guys
2017-10-25,Personal,Pocket Money (Jamie),-25,Tutoring Money
2017-10-25,Food,Groceries,18.2,Walmart
2017-10-25,Transportation,Gas & Oil,24.3,Pilot
2017-10-26,Personal,Pocket Money (Darren),-25,Tutoring Money
2017-10-26,Food,Restaurants,26.69,Pelanchos
2017-10-27,Personal,Pocket Money (Darren),-10,Tutoring Money
2017-10-27,Recreational,Weddings,10.06,Nation Kitchen and Bar
2017-10-27,Food,Groceries,22.81,Target
2017-10-27,Recreational,Weddings,-127,lauren
2017-10-28,Personal,Pocket Money (Jamie),-10,Tutoring Money
2017-10-28,Recreational,Weddings,26.78,Salon Centric
2017-10-28,Recreational,Weddings,21.31,Salon Centric
2017-10-28,Recreational,Weddings,9.56,Taste of Belgium
2017-10-28,Recreational,Weddings,18,16 Bit
2017-10-28,Recreational,Weddings,66.74,Boi Na Braza
2017-10-28,Personal,Pocket Money (Darren),-15,Tutoring Money
2017-10-28,Personal,Pocket Money (Darren),-18.5,Tutoring
2017-10-29,Recreational,Weddings,2.5,Wendy's
2017-10-29,Personal,Pocket Money (Jamie),-15,Tutoring Money
2017-10-29,Food,Groceries,60.39,Walmart
2017-10-29,Personal,Pocket Money (Jamie),-18.5,Tutoring
2017-10-30,Recreational,Weddings,15,Gambling
2017-10-31,Food,Groceries,10.95,Walmart - Halloween
2017-11-01,Food,Restaurants,17.37,Panda
2017-11-02,Personal,Pocket Money (Darren),-37.5,Tutoring
2017-11-02,Food,Restaurants,9.06,publix
2017-11-02,Personal,Pocket Money (Darren),106.41,amazon
2017-11-03,Food,Restaurants,3.47,mcdonalds
2017-11-04,Personal,Pocket Money (Jamie),-37.5,Tutoring
2017-11-04,Food,Restaurants,5.42,mcdonalds
2017-11-04,Food,Restaurants,22.6,mexico lindo
2017-11-04,Transportation,Gas & Oil,22.68,pilot
2017-11-04,Personal,Pocket Money (Jamie),97.27,banana republic
2017-11-05,Recreational,Weddings,64.46,dillards
2017-11-05,Food,Groceries,28.39,walmart
2017-11-05,Personal,Pocket Money (Jamie),77.82,amazon
2017-11-06,Utilities,Internet,38.84,comcast
2017-11-07,Utilities,Electricity,73.19,kub
2017-11-07,Food,Restaurants,9.23,aramark
2017-11-07,Food,Restaurants,9.5,aramark
2017-11-07,Food,Restaurants,3.04,aramark
2017-11-08,Personal,Pocket Money (Jamie),81.93,best buy
2017-11-08,Food,Restaurants,1.91,ray's place
2017-11-08,Recreational,Weddings,25.99,amazon
2017-11-09,Transportation,Gas & Oil,28.39,pilot
2017-11-09,Food,Restaurants,15.82,salsaritas
2017-11-09,Utilities,Water,64.86,utlities
2017-11-10,Food,Groceries,21.95,walmart
2017-11-10,Recreational,Audible,16.37,audible
2017-11-10,Personal,Pet Supplies,195,cedar bluff animal
2017-11-10,Personal,Pet Supplies,7.66,cedar bluff animal
2017-11-11,Recreational,Weddings,132.68,townplace suites
2017-11-12,Recreational,Weddings,5.64,racetrac
2017-11-13,Recreational,Weddings,23.25,groupon
2017-11-13,Personal,Miscellaneous,185.5,amazon - air filters
2017-11-13,Personal,Miscellaneous,2.7,amazon - air filters
2017-11-13,Food,Groceries,7.1,target
2017-11-14,Personal,Pocket Money (Jamie),-50,Tutoring
2017-11-14,Food,Restaurants,9.5,School food
2017-11-14,Food,Restaurants,1.3,school food
2017-11-14,Food,Restaurants,1.3,school food
2017-11-15,Personal,Pocket Money (Darren),-50,Tutoring
2017-11-15,Food,Groceries,63.39,sams
2017-11-15,Food,Groceries,61.97,walmart
2017-11-15,Food,Restaurants,8.22,ORNL
2017-11-15,Food,Groceries,89.76,Aldi
2017-11-16,Food,Groceries,1.4,walmart
2017-11-16,Transportation,Gas & Oil,27.17,pilot
2017-11-16,Food,Groceries,27.88,walmart
2017-11-17,Personal,Pocket Money (Jamie),9.8,amazon
2017-11-20,Food,Restaurants,45.97,nama
2017-11-21,Food,Groceries,27.28,walmart
2017-11-22,Food,Groceries,23.38,walmart
2017-11-24,Food,Restaurants,19.5,pelanchos
2017-11-24,Recreational,Weddings,61.83,francesca's
2017-11-24,Personal,Pocket Money (Darren),194.56,sci-fi city
2017-11-24,Recreational,Entertainment,5,atom
2017-11-24,Personal,Miscellaneous,285.03,amazon
2017-11-24,Recreational,Entertainment,17.13,regal
2017-11-24,Recreational,Entertainment,5,atom
2017-11-26,Personal,Pocket Money (Darren),16.76,amazon
2017-11-26,Personal,Gifts (Including Christmas),304.97,ink pixi
2017-11-27,Personal,Gifts (Including Christmas),39.43,target
2017-11-28,Food,Restaurants,29.54,marcos
2017-11-28,Food,Restaurants,4.53,mcdonalds
2017-11-28,Food,Restaurants,3.28,mcdonalds
2017-11-28,Food,Groceries,30.57,kroger
2017-11-28,Transportation,Gas & Oil,23.25,pilot
2017-11-28,Personal,Gifts (Including Christmas),15.35,amazon
2017-11-28,Recreational,Vacation,-201,Jamie's Dad
2017-11-29,Recreational,Audible,16.37,audible
2017-11-29,Food,Restaurants,4.57,mcdonalds
2017-11-30,Medical / Health,Medications,6.48,UT Student Health
2017-11-30,Food,Restaurants,6.22,oscar's taco shop
2017-11-30,Personal,Pocket Money (Darren),17.47,amazon
2017-12-02,Food,Restaurants,23,Marcos
2017-12-02,Food,Groceries,2.13,Walmart
2017-12-02,Food,Groceries,23.74,Walmart
2017-12-03,Personal,Pocket Money (Jamie),34.24,Amazon
2017-12-03,Food,Restaurants,26.01,hibachi
2017-12-03,Personal,Gifts (Including Christmas),15.35,Amazon
2017-12-03,Food,Restaurants,27.77,mapco express
2017-12-03,Personal,Pocket Money (Jamie),25.82,Amazon
2017-12-04,Utilities,Phone / Mobile,180,Phone
2017-12-04,Food,Groceries,14.18,walmart
2017-12-05,Utilities,Internet,38.83,Comcast
2017-12-05,Utilities,Electricity,65.27,KUB
2017-12-05,Housing,Rent,886,Rent
2017-12-05,Food,Restaurants,12.43,oscars
2017-12-05,Food,Restaurants,13.09,cook out
2017-12-06,Food,Restaurants,3.04,mcdonalds
2017-12-07,Food,Restaurants,15.73,panda campus
2017-12-07,Food,Restaurants,10.12,mcdonalds
2017-12-07,Food,Restaurants,26.39,suttrees
2017-12-08,Food,Groceries,71.85,walmart
2017-12-08,Food,Restaurants,19.02,Chivo
2017-12-08,Personal,Pet Supplies,66.6,animal clinic
2017-12-10,Food,Restaurants,38.77,pelanchos
2017-12-11,Recreational,Audible,16.37,audible
2017-12-11,Food,Restaurants,25.99,china lee
2017-12-12,Personal,Pocket Money (Darren),-15,gigabites
2017-12-13,Food,Restaurants,13.29,mcdonalds
2017-12-13,Food,Restaurants,15.6,subway
2017-12-14,Personal,Pocket Money (Jamie),-160,
2017-12-14,Food,Groceries,38.74,Kroger
2017-12-14,Personal,Gifts (Including Christmas),11.11,Mast Store
2017-12-14,Food,Restaurants,2.93,McDonalds
2017-12-15,Personal,Pocket Money (Darren),-160,
2017-12-15,Recreational,Entertainment,5,atom tickets
2017-12-15,Personal,Pocket Money (Jamie),136.53,off broadway shoes
2017-12-15,Recreational,Entertainment,10.89,atom tickets
2017-12-15,Recreational,Entertainment,17.13,regal cinemas
2017-12-15,Transportation,Gas & Oil,24.8,pilot
2017-12-17,Transportation,Gas & Oil,30,kroger gas
2017-12-17,Transportation,Gas & Oil,-3.74,kroger gas
2017-12-17,Food,Restaurants,1.43,starbucks
2017-12-17,Food,Restaurants,20.31,taco bell
2017-12-18,Food,Groceries,70.04,aldi
2017-12-18,Food,Groceries,17.99,kroger
2017-12-18,Food,Restaurants,7.13,ornl lab cafe
2017-12-19,Personal,Pocket Money (Darren),16.35,barnes and noble
2017-12-19,,,,target
2017-12-19,Personal,Pocket Money (Jamie),27.26,express
2017-12-19,Personal,Pocket Money (Jamie),21.85,charlotte russe
2017-12-19,Personal,Pocket Money (Jamie),40.37,tjmaxx
2017-12-20,Personal,Cosmetics / Hair Care,3.43,salon centric
2017-12-20,,,304.97,ink pixi
2017-12-21,Clothing,Jamie (Clothing),32.26,target
2017-12-21,Food,Groceries,17.33,walmart
2017-12-21,Food,Groceries,23.78,sams club
2017-12-21,Food,Restaurants,75,brazeiros
2017-12-21,Food,Restaurants,55.5,suttrees
2017-12-21,Food,Groceries,16.86,kroger
2017-12-23,Transportation,Gas & Oil,21.52,kroger gas
2017-12-23,Personal,Gifts (Including Christmas),10.58,target
2017-12-23,Personal,Gifts (Including Christmas),23.72,target
2017-12-24,Medical / Health,Medications,7,*amazon med
2017-12-25,Clothing,Jamie (Clothing),69.44,**target
2017-12-26,Personal,Miscellaneous,40.1,**target
2017-12-27,Recreational,Weddings,50,CL Wedding
2017-12-28,Personal,Gifts (Including Christmas),12,massage tip
2017-12-29,Food,Restaurants,2.72,fries
2017-12-30,Personal,Gifts (Including Christmas),300,KT Baby
2017-12-30,Recreational,Vacation,-400,DL Present
2017-12-30,Transportation,Gas & Oil,17.27,Raceway
2017-12-30,Food,Restaurants,12.21,Raceway
2017-12-30,Food,Restaurants,15.57,pelanchos
2017-12-30,Food,Groceries,30.44,walmart
2017-12-30,Personal,Miscellaneous,13.6,usps
2017-12-30,Personal,Pocket Money (Jamie),6.54,tjmaxx
2017-12-30,Personal,Pocket Money (Jamie),37.92,amazon
2017-12-30,Transportation,Gas & Oil,17.57,pilot
2017-12-30,Food,Restaurants,7.51,mcdonalds
2017-12-30,Food,Groceries,15.45,cvs
2017-12-30,Personal,Cosmetics / Hair Care,15.86,salon centric
2017-12-30,Personal,Miscellaneous,25,***
2017-12-30,Recreational,Weddings,7.22,carolina ale house
2017-12-30,Recreational,Weddings,9.61,starbucks hyatt
2017-12-30,Recreational,Weddings,6.48,maple street
2017-12-30,Recreational,Weddings,14.04,maple street
2017-12-30,Food,Groceries,7.98,aldi
2017-12-30,Food,Restaurants,11.72,hyatt bar
2017-12-30,Recreational,Weddings,22.79,menkoi
2017-12-30,Recreational,Weddings,40,sharkey's
2017-12-30,Recreational,Weddings,311.92,hyatt
2017-12-30,Recreational,Weddings,304.48,hyatt
2017-12-30,Transportation,Gas & Oil,28.29,pilot
2017-12-30,Recreational,Weddings,-20,gas money from mig
2017-12-30,Recreational,Vacation,-20,popi's hair
2017-12-30,Recreational,Weddings,-278,hotel from j.dad
2017-12-30,Recreational,Weddings,-25,hotel extra from mig
2017-12-30,Charity,Charity & Offerings,20,
2017-12-30,Transportation,Car Wash,7.11,car wash
2017-12-30,Utilities,Water,60.81,water
2018-01-01,Food,Groceries,18,walmart
2018-01-01,Personal,Books / Supplies,15.37,abebooks
2018-01-02,Housing,Rent,886,rent
2018-01-03,Food,Groceries,115.39,aldi
2018-01-03,Food,Groceries,31.75,walmart
2018-01-03,Food,Groceries,63.06,sams
2018-01-03,Personal,Pocket Money (Darren),43.48,amazon - tool box
2018-01-03,Food,Groceries,13.99,amazon - bento boxes
2018-01-03,Personal,Pocket Money (Darren),6.99,amazon - camel up exp
2018-01-04,Personal,Pocket Money (Jamie),92.63,dsw
2018-01-04,Personal,Miscellaneous,100.97,target
2018-01-04,Personal,Books / Supplies,39.14,amazon
2018-01-04,,,300,check
2018-01-05,Personal,Miscellaneous,0.59,amazon
2018-01-06,Personal,Pocket Money (Jamie),52.96,marshals
2018-01-06,Personal,Pocket Money (Jamie),6.54,marshals
2018-01-06,Food,Restaurants,43.07,smoky mountain
2018-01-07,Personal,Books / Supplies,49,coursera
2018-01-08,Saving,College Fund,824,d.school
2018-01-08,Utilities,Internet,38.83,comcast
